ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
233,Police Station Gorusinge,Gorusinge,"Kapilvastu, Nepal",,27.6500,83.0000,Kapilvastu,Lumbini
234,Police Station Tansen,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
235,Police Station Ridi,Ridi,"Palpa, Nepal",,27.9500,83.6500,Palpa,Lumbini
236,Police Station Rampur Area,Rampur,"Palpa, Nepal",,27.9200,83.9100,Palpa,Lumbini
237,Police Station Tamghas Area,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
238,Police Station Musikot Gulmi,Musikot,"Gulmi, Nepal",,28.0600,83.1500,Gulmi,Lumbini
239,Police Station Sandhikharka Area,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
240,Police Station Sitapur,Sitapur,"Arghakhanchi, Nepal",,27.9000,83.1500,Arghakhanchi,Lumbini
241,Police Station Ghorahi Area,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
242,Police Station Narayanpur,Narayanpur,"Dang, Nepal",,28.0800,82.5000,Dang,Lumbini
243,Police Station Gadawa,Gadawa,"Dang, Nepal",,27.9500,82.3500,Dang,Lumbini
244,Police Station Koilabas,Koilabas,"Dang Border Area, Nepal",,27.8500,82.2000,Dang,Lumbini
245,Police Station Nepalgunj Area,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
246,Police Station Kohalpur Area,Kohalpur,"Banke, Nepal",,28.2100,81.6800,Banke,Lumbini
247,Police Station Khajura,Khajura,"Banke, Nepal",,28.1000,81.6000,Banke,Lumbini
248,Police Station Gulariya Area,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
249,Police Station Mainapokhar,Mainapokhar,"Bardiya, Nepal",,28.2000,81.3000,Bardiya,Lumbini
250,Police Station Thakurdwara,Thakurdwara,"Bardiya, Nepal",,28.5000,81.2000,Bardiya,Lumbini
251,District Police Office Rukum West,Musikot,"Musikot, Rukum West, Nepal",,28.6300,82.4800,Rukum West,Karnali
252,Police Station Chaurjahari,Chaurjahari,"Rukum West, Nepal",,28.6000,82.3000,Rukum West,Karnali
253,Police Station Aathbiskot,Aathbiskot,"Rukum West, Nepal",,28.7500,82.3500,Rukum West,Karnali
254,District Police Office Salyan,Khalanga,"Salyan, Nepal",,28.3800,82.1700,Salyan,Karnali
255,Police Station Khalanga Salyan,Khalanga,"Salyan Bazaar, Nepal",,28.3800,82.1700,Salyan,Karnali
256,Police Station Kapurkot,Kapurkot,"Salyan, Nepal",,28.3500,82.2200,Salyan,Karnali
257,District Police Office Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
258,Police Station Mehelkuna,Mehelkuna,"Surkhet, Nepal",,28.5500,81.7500,Surkhet,Karnali
259,Police Station Babiyachaur Surkhet,Babiyachaur,"Surkhet, Nepal",,28.6500,81.5000,Surkhet,Karnali
260,Police Station Ramghat,Ramghat,"Surkhet, Nepal",,28.5600,81.6000,Surkhet,Karnali
261,District Police Office Dailekh,Dailekh,"Dailekh Bazaar, Nepal",,28.8500,81.7100,Dailekh,Karnali
262,Police Station Naumule,Naumule,"Dailekh, Nepal",,28.8500,81.5500,Dailekh,Karnali
263,Police Station Dullu Area,Dullu,"Dailekh, Nepal",,28.8300,81.7200,Dailekh,Karnali
264,District Police Office Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
265,Police Station Nalgad,Nalgad,"Jajarkot, Nepal",,28.6500,82.2000,Jajarkot,Karnali
266,Police Station Barekot,Barekot,"Jajarkot, Nepal",,28.8000,82.1000,Jajarkot,Karnali
267,District Police Office Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
268,Police Station Tilagufa,Tilagufa,"Kalikot, Nepal",,29.1000,81.6000,Kalikot,Karnali
269,Police Station Pachaljharana,Pachaljharana,"Kalikot, Nepal",,29.2000,81.7000,Kalikot,Karnali
270,District Police Office Jumla,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
271,Police Station Guthichaur,Guthichaur,"Jumla, Nepal",,29.3500,82.1500,Jumla,Karnali
272,Police Station Tatopani Jumla,Tatopani,"Jumla, Nepal",,29.2500,82.2500,Jumla,Karnali
273,District Police Office Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
274,Police Station Soru,Soru,"Mugu, Nepal",,29.4500,82.0500,Mugu,Karnali
275,District Police Office Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
276,Police Station Tripurakot,Tripurakot,"Dolpa, Nepal",,29.1000,82.7000,Dolpa,Karnali
277,District Police Office Kailali,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
278,Police Station Dhangadhi,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
279,Police Station Tikapur Area,Tikapur,"Kailali, Nepal",,28.5200,81.1200,Kailali,Sudurpashchim
280,Police Station Lamki,Lamki,"Kailali, Nepal",,28.6200,81.1700,Kailali,Sudurpashchim
281,District Police Office Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
282,Police Station Jhalari,Jhalari,"Kanchanpur, Nepal",,28.9200,80.3500,Kanchanpur,Sudurpashchim
283,Police Station Punarbas,Punarbas,"Kanchanpur, Nepal",,28.8500,80.2000,Kanchanpur,Sudurpashchim
284,District Police Office Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
285,Police Station Amargadhi,Amargadhi,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
286,District Police Office Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
287,Police Station Patan Baitadi,Patan,"Baitadi, Nepal",,29.5000,80.6000,Baitadi,Sudurpashchim
288,District Police Office Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
289,Police Station Gokuleshwor,Gokuleshwor,"Darchula, Nepal",,29.7000,80.6500,Darchula,Sudurpashchim
290,District Police Office Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
291,Police Station Kolti,Bajura,"Kolti, Nepal",,29.4500,81.6000,Bajura,Sudurpashchim
292,District Police Office Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
293,Police Station Talkot,Talkot,"Bajhang, Nepal",,29.6500,81.2000,Bajhang,Sudurpashchim
294,District Police Office Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
295,Police Station Sanfebagar,Sanfebagar,"Achham, Nepal",,29.2300,81.2200,Achham,Sudurpashchim
296,Police Station Kamalbazar,Kamalbazar,"Achham, Nepal",,29.0500,81.3500,Achham,Sudurpashchim
297,District Police Office Bajura Area Police Office,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
298,Police Station Swamikartik,Swamikartik,"Bajura, Nepal",,29.6000,81.4500,Bajura,Sudurpashchim
299,Police Station Himali,Himali,"Bajura, Nepal",,29.7000,81.3000,Bajura,Sudurpashchim
300,Police Station Badimalika,Badimalika,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
301,District Police Office Achham,Mangalsen,"Mangalsen, Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
302,Police Station Sanfebagar Area,Sanfebagar,"Achham, Nepal",,29.2300,81.2200,Achham,Sudurpashchim
303,Police Station Kamalbazar Area,Kamalbazar,"Achham, Nepal",,29.0500,81.3500,Achham,Sudurpashchim
304,Police Station Chaurpati,Chaurpati,"Achham, Nepal",,29.2000,81.3500,Achham,Sudurpashchim
305,District Police Office Dadeldhura Area,Amargadhi,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
306,Police Station Ganyapdhura,Ganyapdhura,"Dadeldhura, Nepal",,29.3500,80.5500,Dadeldhura,Sudurpashchim
307,Police Station Aalital,Aalital,"Dadeldhura, Nepal",,29.4500,80.6500,Dadeldhura,Sudurpashchim
308,District Police Office Kanchanpur Area,Mahendranagar,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
309,Police Station Belauri,Belauri,"Kanchanpur, Nepal",,28.8000,80.6000,Kanchanpur,Sudurpashchim
310,Police Station Dodhara,Dodhara,"Kanchanpur, Nepal",,28.9000,80.1000,Kanchanpur,Sudurpashchim
311,Police Station Krishnapur,Krishnapur,"Kanchanpur, Nepal",,28.8500,80.4500,Kanchanpur,Sudurpashchim
312,District Police Office Kailali Area,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
313,Police Station Hasuliya,Hasuliya,"Kailali, Nepal",,28.6500,80.8000,Kailali,Sudurpashchim
314,Police Station Bhajani,Bhajani,"Kailali, Nepal",,28.5500,81.0500,Kailali,Sudurpashchim
315,Police Station Joshipur,Joshipur,"Kailali, Nepal",,28.6500,81.0000,Kailali,Sudurpashchim
316,District Police Office Bardiya Area,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
317,Police Station Bansgadhi,Bansgadhi,"Bardiya, Nepal",,28.1500,81.6000,Bardiya,Lumbini
318,Police Station Murgiya,Murgiya,"Bardiya, Nepal",,28.2500,81.3000,Bardiya,Lumbini
319,Police Station Rajapur Area,Rajapur,"Bardiya, Nepal",,28.8800,81.1000,Bardiya,Lumbini
320,Police Station Badhaiyatal,Badhaiyatal,"Bardiya, Nepal",,28.2500,81.2500,Bardiya,Lumbini
321,District Police Office Banke Area,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
322,Police Station Duduwa,Duduwa,"Banke, Nepal",,28.0000,81.6000,Banke,Lumbini
323,Police Station Raptisonari,Raptisonari,"Banke, Nepal",,28.1000,81.7000,Banke,Lumbini
324,Police Station Narainapur,Narainapur,"Banke, Nepal",,27.9500,81.6500,Banke,Lumbini
325,District Police Office Dang Area,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
326,Police Station Bhalubang,Bhalubang,"Dang, Nepal",,27.9000,82.6000,Dang,Lumbini
327,Police Station Gadhawa,Gadhawa,"Dang, Nepal",,27.9500,82.3500,Dang,Lumbini
328,Police Station Rapti,Rapti,"Dang, Nepal",,28.0000,82.5000,Dang,Lumbini
329,District Police Office Pyuthan Area,Khalanga,"Pyuthan, Nepal",,28.0900,82.8600,Pyuthan,Lumbini
330,Police Station Bijuwar Area,Bijuwar,"Pyuthan, Nepal",,28.1000,82.8500,Pyuthan,Lumbini
331,Police Station Swargadwari,Swargadwari,"Pyuthan, Nepal",,28.0500,82.7500,Pyuthan,Lumbini
332,District Police Office Rolpa Area,Liwang,"Rolpa, Nepal",,28.3000,82.6300,Rolpa,Lumbini
333,Police Station Holeri,Holeri,"Rolpa, Nepal",,28.3000,82.9000,Rolpa,Lumbini
334,Police Station Thawang,Thawang,"Rolpa, Nepal",,28.5500,82.6000,Rolpa,Lumbini
335,District Police Office Rukum West Area,Musikot,"Rukum West, Nepal",,28.6300,82.4800,Rukum West,Karnali
336,Police Station Bafikot,Bafikot,"Rukum West, Nepal",,28.7000,82.2500,Rukum West,Karnali
337,Police Station Tribeni,Tribeni,"Rukum West, Nepal",,28.6500,82.4500,Rukum West,Karnali
338,District Police Office Jajarkot Area,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
339,Police Station Kushe,Kushe,"Jajarkot, Nepal",,28.7500,82.0500,Jajarkot,Karnali
340,Police Station Junichande,Junichande,"Jajarkot, Nepal",,28.8500,82.1000,Jajarkot,Karnali
341,District Police Office Dailekh Area,Dailekh,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
342,Police Station Bhairabi,Bhairabi,"Dailekh, Nepal",,28.9000,81.6000,Dailekh,Karnali
343,Police Station Mahabu,Mahabu,"Dailekh, Nepal",,28.9500,81.5000,Dailekh,Karnali
344,District Police Office Surkhet Area,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
345,Police Station Lekbeshi,Lekbeshi,"Surkhet, Nepal",,28.6000,81.8000,Surkhet,Karnali
346,Police Station Gurbhakot,Gurbhakot,"Surkhet, Nepal",,28.4500,81.7500,Surkhet,Karnali
347,District Police Office Jumla Area,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
348,Police Station Kanakasundari,Kanakasundari,"Jumla, Nepal",,29.3000,82.0500,Jumla,Karnali
349,District Police Office Mugu Area,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
350,Police Station Khatyad,Khatyad,"Mugu, Nepal",,29.6000,81.9000,Mugu,Karnali
351,District Police Office Morang,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
352,Area Police Office Birat Chowk,Birat Chowk,"Morang, Nepal",,26.5800,87.3000,Morang,Koshi
353,Police Station Urlabari,Urlabari,"Morang, Nepal",,26.5000,87.6300,Morang,Koshi
354,Police Station Belbari,Belbari,"Morang, Nepal",,26.6800,87.4300,Morang,Koshi
355,Police Station Pathari,Pathari,"Morang, Nepal",,26.6500,87.6200,Morang,Koshi
356,District Police Office Sunsari,Inaruwa,"Sunsari, Nepal",,26.6100,87.1400,Sunsari,Koshi
357,Area Police Office Dharan,Dharan,"Sunsari, Nepal",,26.8100,87.2800,Sunsari,Koshi
358,Police Station Itahari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
359,Police Station Duhabi,Duhabi,"Sunsari, Nepal",,26.6700,87.1500,Sunsari,Koshi
360,Police Station Ramdhuni,Ramdhuni,"Sunsari, Nepal",,26.6900,87.1700,Sunsari,Koshi
361,District Police Office Jhapa,Bhadrapur,"Jhapa, Nepal",,26.5400,88.0900,Jhapa,Koshi
362,Area Police Office Birtamode,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
363,Police Station Damak,Damak,"Jhapa, Nepal",,26.6600,87.7000,Jhapa,Koshi
364,Police Station Kakarbhitta,Kakarbhitta,"Jhapa, Nepal",,26.6400,88.1500,Jhapa,Koshi
365,Police Station Mechinagar,Mechinagar,"Jhapa, Nepal",,26.6500,88.1500,Jhapa,Koshi
366,District Police Office Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
367,Police Station Fikkal,Fikkal,"Ilam, Nepal",,26.8900,88.0800,Ilam,Koshi
368,Police Station Mai,Mai,"Ilam, Nepal",,26.8000,87.9500,Ilam,Koshi
369,District Police Office Panchthar,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
370,Police Station Yangwarak,Yangwarak,"Panchthar, Nepal",,27.2000,87.7500,Panchthar,Koshi
371,District Police Office Taplejung,Taplejung,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
372,Police Station Phungling,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
373,District Police Office Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.9800,87.3400,Dhankuta,Koshi
374,Police Station Hile,Hile,"Dhankuta, Nepal",,27.0100,87.3000,Dhankuta,Koshi
375,Police Station Pakhribas,Pakhribas,"Dhankuta, Nepal",,27.0500,87.3000,Dhankuta,Koshi
376,District Police Office Terhathum,Myanglung,"Terhathum, Nepal",,27.1300,87.5500,Terhathum,Koshi
377,Police Station Basantapur,Basantapur,"Terhathum, Nepal",,27.1200,87.4500,Terhathum,Koshi
378,District Police Office Sankhuwasabha,Khandbari,"Sankhuwasabha, Nepal",,27.3800,87.2000,Sankhuwasabha,Koshi
379,Police Station Tumlingtar,Tumlingtar,"Sankhuwasabha, Nepal",,27.3000,87.2000,Sankhuwasabha,Koshi
380,District Police Office Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
381,Police Station Dingla,Dingla,"Bhojpur, Nepal",,27.2000,87.1000,Bhojpur,Koshi
382,District Police Office Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
383,Police Station Halesi,Halesi,"Khotang, Nepal",,27.0500,86.7300,Khotang,Koshi
384,District Police Office Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
385,Police Station Namche,Namche,"Solukhumbu, Nepal",,27.8100,86.7100,Solukhumbu,Koshi
386,Police Station Lukla,Lukla,"Solukhumbu, Nepal",,27.6900,86.7300,Solukhumbu,Koshi
387,District Police Office Okhaldhunga,Okhaldhunga,"Okhaldhunga, Nepal",,27.3100,86.5000,Okhaldhunga,Koshi
388,Police Station Manebhanjyang,Manebhanjyang,"Okhaldhunga, Nepal",,27.2800,86.5500,Okhaldhunga,Koshi
389,District Police Office Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
390,Police Station Katari,Katari,"Udayapur, Nepal",,26.0300,86.1700,Udayapur,Koshi
391,Police Station Beltar,Beltar,"Udayapur, Nepal",,26.9000,86.8000,Udayapur,Koshi
392,District Police Office Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
393,Police Station Hanumannagar,Hanumannagar,"Saptari, Nepal",,26.5800,86.5500,Saptari,Madhesh
394,District Police Office Siraha,Siraha,"Siraha, Nepal",,26.6500,86.2000,Siraha,Madhesh
395,Police Station Lahan,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
396,Police Station Mirchaiya,Mirchaiya,"Siraha, Nepal",,26.7800,86.2500,Siraha,Madhesh
397,District Police Office Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
398,Police Station Dhalkebar,Dhalkebar,"Dhanusha, Nepal",,26.9000,85.9500,Dhanusha,Madhesh
399,Police Station Sabaila,Sabaila,"Dhanusha, Nepal",,26.8000,85.9000,Dhanusha,Madhesh
400,District Police Office Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
401,Police Station Gaushala,Mahottari,"Gaushala, Mahottari, Nepal",,26.9800,85.8500,Mahottari,Madhesh
402,Police Station Bardibas,Bardibas,"Mahottari, Nepal",,26.9900,85.9000,Mahottari,Madhesh
403,District Police Office Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
404,Police Station Lalbandi,Lalbandi,"Sarlahi, Nepal",,27.0300,85.5500,Sarlahi,Madhesh
405,Police Station Haripur,Haripur,"Sarlahi, Nepal",,26.9500,85.5000,Sarlahi,Madhesh
406,District Police Office Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
407,Police Station Chandrapur,Chandrapur,"Rautahat, Nepal",,27.0000,85.4200,Rautahat,Madhesh
408,Police Station Garuda,Garuda,"Rautahat, Nepal",,26.9800,85.3300,Rautahat,Madhesh
409,District Police Office Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
410,Police Station Simara,Simara,"Bara, Nepal",,27.1600,84.9800,Bara,Madhesh
411,Police Station Nijgadh,Nijgadh,"Bara, Nepal",,27.2100,85.1500,Bara,Madhesh
412,District Police Office Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
413,Police Station Pokhariya,Pokhariya,"Parsa, Nepal",,27.0700,84.6700,Parsa,Madhesh
414,Police Station Parwanipur,Parwanipur,"Parsa, Nepal",,27.0300,84.9000,Parsa,Madhesh
415,District Police Office Chitwan,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
416,Police Station Narayangarh,Narayangarh,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
417,Police Station Ratnanagar,Tandi,"Chitwan, Nepal",,27.6200,84.5000,Chitwan,Bagmati
418,Police Station Madi,Madi,"Chitwan, Nepal",,27.3500,84.3500,Chitwan,Bagmati
419,District Police Office Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
420,Police Station Bhimphedi,Bhimphedi,"Makwanpur, Nepal",,27.5500,85.1500,Makwanpur,Bagmati
421,Police Station Manahari,Manahari,"Makwanpur, Nepal",,27.5500,84.9500,Makwanpur,Bagmati
422,Police Station Palung,Palung,"Makwanpur, Nepal",,27.6000,85.1500,Makwanpur,Bagmati
423,District Police Office Dhading,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
424,Police Station Naubise,Naubise,"Dhading, Nepal",,27.7500,85.0800,Dhading,Bagmati
425,Police Station Gajuri,Gajuri,"Dhading, Nepal",,27.8200,84.8800,Dhading,Bagmati
426,District Police Office Nuwakot,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
427,Police Station Trishuli,Trishuli,"Nuwakot, Nepal",,27.9800,85.1700,Nuwakot,Bagmati
428,Police Station Kakani,Kakani,"Nuwakot, Nepal",,27.8000,85.2000,Nuwakot,Bagmati
429,District Police Office Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
430,Police Station Syabrubesi,Syabrubesi,"Rasuwa, Nepal",,28.1700,85.3700,Rasuwa,Bagmati
431,District Police Office Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
432,Police Station Melamchi,Melamchi,"Sindhupalchok, Nepal",,27.8200,85.5800,Sindhupalchok,Bagmati
433,Police Station Tatopani,Tatopani,"Sindhupalchok, Nepal",,27.9800,85.9500,Sindhupalchok,Bagmati
434,District Police Office Dolakha,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
435,Police Station Jiri,Jiri,"Dolakha, Nepal",,27.6300,86.2300,Dolakha,Bagmati
436,Police Station Singati,Singati,"Dolakha, Nepal",,27.7800,86.0300,Dolakha,Bagmati
437,District Police Office Ramechhap,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
438,Police Station Ramechhap,Ramechhap,"Ramechhap, Nepal",,27.3300,86.0800,Ramechhap,Bagmati
439,Police Station Manthali Area,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
440,District Police Office Sindhuli,Sindhulimadhi,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
441,Police Station Khurkot,Khurkot,"Sindhuli, Nepal",,27.4000,86.0500,Sindhuli,Bagmati
442,Police Station Kamalamai,Kamalamai,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
443,District Police Office Kavre,Dhulikhel,"Kavre, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
444,Police Station Banepa,Banepa,"Kavre, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
445,Police Station Panauti,Panauti,"Kavre, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
446,Police Station Panchkhal,Panchkhal,"Kavre, Nepal",,27.6500,85.6200,Kavrepalanchok,Bagmati
447,District Police Office Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.6700,85.3150,Lalitpur,Bagmati
448,Police Station Satdobato,Satdobato,"Lalitpur, Nepal",,27.6570,85.3240,Lalitpur,Bagmati
449,Police Station Godawari,Godawari,"Lalitpur, Nepal",,27.5900,85.4200,Lalitpur,Bagmati
450,Police Station Chapagaun,Chapagaun,"Lalitpur, Nepal",,27.5900,85.3300,Lalitpur,Bagmati
451,District Police Office Bhaktapur,Bhaktapur,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
452,Police Station Thimi,Madhyapur Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
453,Police Station Suryabinayak,Suryabinayak,"Bhaktapur, Nepal",,27.6650,85.4300,Bhaktapur,Bagmati
454,Police Station Jagati,Jagati,"Bhaktapur, Nepal",,27.6500,85.4450,Bhaktapur,Bagmati
455,Police Station Changunarayan,Changunarayan,"Bhaktapur, Nepal",,27.7160,85.4270,Bhaktapur,Bagmati
456,District Police Office Gorkha,Gorkha,"Gorkha Bazaar, Nepal",,28.0000,84.6330,Gorkha,Gandaki
457,Police Station Palungtar,Palungtar,"Gorkha, Nepal",,28.0300,84.6200,Gorkha,Gandaki
458,Police Station Arughat,Arughat,"Gorkha, Nepal",,28.0400,84.8100,Gorkha,Gandaki
459,District Police Office Lamjung,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
460,Police Station Sundarbazar,Sundarbazar,"Lamjung, Nepal",,28.1250,84.0200,Lamjung,Gandaki
461,Police Station Bhoteodar,Bhoteodar,"Lamjung, Nepal",,28.2000,84.1000,Lamjung,Gandaki
462,District Police Office Tanahun,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
463,Police Station Dumre,Dumre,"Tanahun, Nepal",,28.1150,84.4000,Tanahun,Gandaki
464,Police Station Khairenitar,Khairenitar,"Tanahun, Nepal",,28.0500,84.0800,Tanahun,Gandaki
465,Police Station Bhimad,Bhimad,"Tanahun, Nepal",,27.9500,84.0500,Tanahun,Gandaki
466,District Police Office Kaski,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
467,Police Station Lakeside,Lakeside,"Pokhara, Nepal",,28.2100,83.9600,Kaski,Gandaki
468,Police Station Baidam,Baidam,"Pokhara, Nepal",,28.2150,83.9560,Kaski,Gandaki
469,Police Station Hemja,Hemja,"Pokhara, Nepal",,28.2600,83.9100,Kaski,Gandaki
470,Police Station Lekhnath,Lekhnath,"Pokhara, Nepal",,28.1700,84.0550,Kaski,Gandaki
471,District Police Office Syangja,Syangja,"Syangja, Nepal",,28.0900,83.8700,Syangja,Gandaki
