Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Sunsari District Hospital,Inaruwa,025-560123,26.6100,87.1400,Sunsari,Inaruwa,Koshi
Janakpur Provincial Hospital,Janakpur,041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Narayani Hospital,Birgunj,051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
Gajendra Narayan Singh Hospital,Rajbiraj,031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Malangwa Hospital,Sarlahi,046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
Bharatpur Eye Hospital,Chitwan,056-520123,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Eye Hospital,Bharatpur,056-527000,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
National Eye Center,Tripureshwor Kathmandu,01-4250691,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Tilganga Eye Centre,Gausala Kathmandu,01-4493684,27.7100,85.3500,Kathmandu,Gausala,Bagmati
Nepal Eye Hospital,Tripureshwor,01-4250691,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Bhaktapur Eye Hospital,Bhaktapur,,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Lumbini Eye Institute,Bhairahawa,,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Birat Eye Hospital,Biratnagar,,26.4500,87.2700,Morang,Biratnagar,Koshi
Sagarmatha Hospital,Rajbiraj,,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Om Hospital and Research Centre,Chabahil Kathmandu,01-4476225,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Grande International Hospital,Dhapasi Kathmandu,01-5159266,27.7500,85.3300,Kathmandu,Dhapasi,Bagmati
HAMS Hospital,Dhumbarahi Kathmandu,01-4377404,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
Norvic Hospital,Thapathali Kathmandu,01-4258554,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
B&B Hospital,Gwarko Lalitpur,01-5533206,27.6650,85.3300,Lalitpur,Gwarko,Bagmati
Alka Hospital,Jawalakhel Lalitpur,01-5970999,27.6750,85.3150,Lalitpur,Jawalakhel,Bagmati
Vayodha Hospital,Balkhu Kathmandu,01-4286427,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Blue Cross Hospital,Tripureshwor Kathmandu,01-4262027,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Kathmandu Model Hospital,Pradarshani Marg,01-4240800,27.7050,85.3150,Kathmandu,Pradarshani Marg,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Nepal APF Hospital,Balambu Kathmandu,01-4311550,27.6900,85.2500,Kathmandu,Balambu,Bagmati
Armed Police Force Hospital Emergency,Balambu Kathmandu,01-4311550,27.6900,85.2500,Kathmandu,Balambu,Bagmati
Nepal Army Hospital,Chhauni Kathmandu,01-4271941,27.7000,85.2900,Kathmandu,Chhauni,Bagmati
Shree Birendra Hospital,Chhauni Kathmandu,01-4271941,27.7000,85.2900,Kathmandu,Chhauni,Bagmati
Kathmandu Hospital,Tripureshwor Kathmandu,01-4221119,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Kirtipur Hospital,Kirtipur Kathmandu,01-4339130,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Kirtipur Eye Hospital,Kirtipur Kathmandu,,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Nepal Orthopaedic Hospital,Jorpati Kathmandu,01-4911700,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Sushma Koirala Memorial Hospital,Sankhu Kathmandu,01-4450777,27.8000,85.4500,Kathmandu,Sankhu,Bagmati
Sushil Koirala Memorial Cancer Hospital,Bharatpur Chitwan,,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
National Academy of Medical Sciences,Bir Hospital Kathmandu,01-4221119,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
Kanti Children’s Hospital,Maharajgunj Kathmandu,01-4411558,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Paropakar Maternity Hospital,Thapathali Kathmandu,01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Sukraraj Tropical Hospital,Teku Kathmandu,01-4253396,27.6950,85.3050,Kathmandu,Teku,Bagmati
National Kidney Center,Baneshwor Kathmandu,01-4780000,27.6900,85.3400,Kathmandu,Baneshwor,Bagmati
Shahid Dharmabhakta National Transplant Center,Bhaktapur,01-6630765,27.6800,85.4300,Bhaktapur,Bhaktapur,Bagmati
Nepal Dental Hospital,Lazimpat Kathmandu,,27.7200,85.3300,Kathmandu,Lazimpat,Bagmati
KMC Hospital,SInamangal Kathmandu,01-4469064,27.6950,85.3500,Kathmandu,Sinamangal,Bagmati
Kathmandu Eye Center,Baneshwor Kathmandu,,27.6900,85.3400,Kathmandu,Baneshwor,Bagmati
Buddha Hospital,Baneshwor Kathmandu,,27.6900,85.3400,Kathmandu,Baneshwor,Bagmati
People’s Dental College,Nayabazar Kathmandu,01-4380838,27.7300,85.3050,Kathmandu,Nayabazar,Bagmati
Chirayu National Hospital,Maharajgunj Kathmandu,01-4520930,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Vatsalya Hospital,Nakhu Lalitpur,01-5599555,27.6650,85.3100,Lalitpur,Nakhu,Bagmati
Sumeru Hospital,Dhume Barahi Kathmandu,,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
Koshi Hospital Emergency,Biratnagar Morang,021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Birat Nursing Home,Biratnagar Morang,,26.4500,87.2700,Morang,Biratnagar,Koshi
City Hospital,Biratnagar Morang,,26.4500,87.2700,Morang,Biratnagar,Koshi
Life Guard Hospital,Biratnagar Morang,,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Hospital,Biratnagar Morang,,26.4500,87.2700,Morang,Biratnagar,Koshi
Dharan Hospital,Dharan Sunsari,,26.8100,87.2800,Sunsari,Dharan,Koshi
Dharan Model Hospital,Dharan Sunsari,,26.8100,87.2800,Sunsari,Dharan,Koshi
Birat Eye Hospital,Biratnagar Morang,,26.4500,87.2700,Morang,Biratnagar,Koshi
Ilam Community Hospital,Ilam,,26.9100,87.9300,Ilam,Ilam,Koshi
Phidim Hospital,Panchthar,,27.1500,87.7500,Panchthar,Phidim,Koshi
Taplejung Hospital,Phungling,,27.3500,87.6700,Taplejung,Phungling,Koshi
Damak Hospital,Damak Jhapa,,26.6600,87.6900,Jhapa,Damak,Koshi
B&C Medical College Teaching Hospital,Birtamode Jhapa,023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Mechi Eye Hospital,Birtamode Jhapa,,26.6400,88.0000,Jhapa,Birtamode,Koshi
Bhadrapur Hospital,Jhapa,,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
Itahari Hospital,Sunsari,,26.6600,87.2700,Sunsari,Itahari,Koshi
Dharan Eye Hospital,Dharan,,26.8100,87.2800,Sunsari,Dharan,Koshi
Janakpur Eye Hospital,Janakpur,,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Mithila Hospital,Janakpur,,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Lifeline Hospital,Janakpur,,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Birgunj Eye Hospital,Birgunj,,27.0100,84.8800,Parsa,Birgunj,Madhesh
Advance Medicare Hospital,Birgunj,,27.0100,84.8800,Parsa,Birgunj,Madhesh
National Medical College,Birgunj,051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Central Hospital,Birgunj,,27.0100,84.8800,Parsa,Birgunj,Madhesh
Bharatpur Eye Hospital,Chitwan,,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Emergency,Bharatpur,056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Chitwan Hospital,Bharatpur,,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Hetauda Community Hospital,Hetauda,,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Makwanpur Cooperative Hospital,Hetauda,,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bhaktapur Human Organ Transplant Center,Bhaktapur,01-6610765,27.6800,85.4300,Bhaktapur,Bhaktapur,Bagmati
Kavre Hospital,Banepa,,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Sheer Memorial Hospital,Banepa,011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Dhulikhel Hospital Emergency,Dhulikhel,011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sindhuli Hospital,Sindhulimadhi,,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap Hospital,Manthali,,27.3900,86.0600,Ramechhap,Manthali,Bagmati
Dolakha Hospital,Charikot,,27.6700,86.0300,Dolakha,Charikot,Bagmati
Jiri Hospital,Jiri,,27.6300,86.2300,Dolakha,Jiri,Bagmati
Nuwakot Hospital,Bidur,,27.9200,85.1600,Nuwakot,Bidur,Bagmati
Trishuli Hospital,Nuwakot,,27.9000,85.1600,Nuwakot,Trishuli,Bagmati
Dhading Hospital,Dhadingbesi,,27.8700,84.9200,Dhading,Dhadingbesi,Bagmati
Gajuri Hospital,Dhading,,27.7800,84.8700,Dhading,Gajuri,Bagmati
Rasuwa Hospital,Dhunche,,28.1100,85.3000,Rasuwa,Dhunche,Bagmati
Mustang Hospital,Jomsom,,28.7800,83.7200,Mustang,Jomsom,Gandaki
Manang Hospital,Chame,,28.5500,84.2300,Manang,Chame,Gandaki
Myagdi Hospital,Beni,,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung Hospital,Baglung,,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat Hospital,Kushma,,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja Hospital,Syangja,,28.0000,83.8700,Syangja,Syangja,Gandaki
Tanahun Hospital,Damauli,,27.9730,84.2400,Tanahun,Damauli,Gandaki
Gorkha Hospital,Gorkha,,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Kaski Provincial Hospital,Pokhara,,28.2100,83.9800,Kaski,Pokhara,Gandaki
Pokhara Eye Hospital,Pokhara,,28.2100,83.9800,Kaski,Pokhara,Gandaki
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Bir Hospital,Kanti Path Kathmandu,+977-01-4221119,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
Civil Service Hospital,Minbhawan Kathmandu,+977-01-4793000,27.6900,85.3400,Kathmandu,Minbhawan,Bagmati
Venus Hospital,Devkota Sadak Kathmandu,+977-01-4475120,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Vayodha Hospital,Balkhu Kathmandu,+977-01-4281666,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Grande City Hospital,Kanti Path Kathmandu,+977-01-4163500,27.7050,85.3150,Kathmandu,Kanti Path,Bagmati
Tribhuvan University Teaching Hospital,Maharajgunj Kathmandu,+977-01-4412303,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Kathmandu Hospital,Tripureshwor Kathmandu,+977-01-4229656,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Kathmandu Neuro & General Hospital,Baghdurbar Kathmandu,+977-01-5327735,27.7050,85.3150,Kathmandu,Baghdurbar,Bagmati
Sukraraj Tropical and Infectious Disease Hospital,Teku Kathmandu,+977-01-4253396,27.6950,85.3050,Kathmandu,Teku,Bagmati
Nepal Eye Hospital,Tripureshwor Kathmandu,+977-01-4260813,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Everest Hospital,Kathmandu,+977-01-4793024,27.6900,85.3400,Kathmandu,Kathmandu,Bagmati
Om Hospital and Research Center,Chabahil Kathmandu,+977-01-4476225,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Annapurna Neurological Institute,Maitighar Kathmandu,+977-01-4256656,27.7000,85.3200,Kathmandu,Maitighar,Bagmati
Norvic International Hospital,Thapathali Kathmandu,+977-01-5970032,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Blue Cross Hospital,Tripureshwor Kathmandu,+977-01-4262027,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Paropakar Maternity and Women's Hospital,Thapathali Kathmandu,+977-01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Kantipur Hospital,Tripureshwor Kathmandu,+977-01-4111627,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Medicare National Hospital,Ring Road Kathmandu,+977-01-4467067,27.7200,85.3500,Kathmandu,Kathmandu,Bagmati
CIWEC Hospital,Lainchaur Kathmandu,+977-01-4435232,27.7200,85.3200,Kathmandu,Lainchaur,Bagmati
Patan Hospital,Lagankhel Lalitpur,+977-01-5522278,27.6700,85.3200,Lalitpur,Lagankhel,Bagmati
B&B Hospital,Gwarko Lalitpur,+977-01-5533206,27.6650,85.3300,Lalitpur,Gwarko,Bagmati
Alka Hospital,Jawalakhel Lalitpur,+977-01-5970999,27.6750,85.3150,Lalitpur,Jawalakhel,Bagmati
Dhulikhel Hospital,Dhulikhel Kavrepalanchok,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Bhaktapur Cancer Hospital,Dudhpati Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Madhyapur Thimi Hospital,Thimi Bhaktapur,+977-01-5093395,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Hetauda Hospital,Hetauda Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Bharatpur Hospital,Bharatpur Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur Chitwan,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur Chitwan,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Manipal Teaching Hospital,Phulbari Pokhara,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Lumbini Provincial Hospital,Butwal Rupandehi,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa Rupandehi,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Bheri Hospital,Nepalgunj Banke,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Rapti Academy of Health Sciences,Ghorahi Dang,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Koshi Hospital,Biratnagar Morang,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan Sunsari,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Mechi Provincial Hospital,Bhadrapur Jhapa,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
Janakpur Provincial Hospital,Janakpur Dhanusha,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Narayani Hospital,Birgunj Parsa,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Kathmandu Valley Hospital,Baghdurbar Kathmandu,+977-01-4255330,27.7050,85.3150,Kathmandu,Baghdurbar,Bagmati
Civil Service Hospital,Minbhawan Kathmandu,+977-01-4793000,27.6900,85.3400,Kathmandu,Minbhawan,Bagmati
Venus Hospital,Devkota Sadak Kathmandu,+977-01-4475120,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Vayodha Hospitals,Balkhu Kathmandu,+977-01-4281666,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Grande City Hospital,Kanti Path Kathmandu,+977-01-4163500,27.7050,85.3150,Kathmandu,Kanti Path,Bagmati
Norvic International Hospital,Thapathali Kathmandu,+977-01-5970032,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Blue Cross Hospital,Tripureshwor Kathmandu,+977-01-4262027,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Paropakar Maternity and Women's Hospital,Thapathali Kathmandu,+977-01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
ERA International Hospital,Kathmandu,+977-01-4352447,27.7200,85.3300,Kathmandu,Kathmandu,Bagmati
Birendra Military Hospital,Chhauni Kathmandu,+977-01-4271941,27.7000,85.2900,Kathmandu,Chhauni,Bagmati
Capital Hospital,Kathmandu,+977-01-4168222,27.7000,85.3300,Kathmandu,Kathmandu,Bagmati
Medicare National Hospital,Ring Road Kathmandu,+977-01-4467067,27.7200,85.3500,Kathmandu,Kathmandu,Bagmati
CIWEC Hospital,Lainchaur Kathmandu,+977-01-4435232,27.7200,85.3200,Kathmandu,Lainchaur,Bagmati
Kantipur Hospital,Tripureshwor Kathmandu,+977-01-4111627,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Annapurna Neurological Institute,Maitighar Kathmandu,+977-01-4256656,27.7000,85.3200,Kathmandu,Maitighar,Bagmati
Kathmandu Medical College Teaching Hospital,Sinamangal Kathmandu,+977-01-4469064,27.6950,85.3500,Kathmandu,Sinamangal,Bagmati
Nepal Mediciti Hospital,Bhaisepati Lalitpur,+977-01-4217766,27.6500,85.3000,Lalitpur,Bhaisepati,Bagmati
Patan Academy of Health Sciences,Lagankhel Lalitpur,+977-01-5522295,27.6700,85.3200,Lalitpur,Lagankhel,Bagmati
KIST Medical College Teaching Hospital,Imadol Lalitpur,+977-01-5201496,27.6500,85.3500,Lalitpur,Imadol,Bagmati
Nepal Cancer Hospital,Harisiddhi Lalitpur,+977-01-5971532,27.6300,85.3500,Lalitpur,Harisiddhi,Bagmati
Star Hospital,Sanepa Lalitpur,+977-01-5420777,27.6850,85.3050,Lalitpur,Sanepa,Bagmati
Shahid Gangalal National Heart Centre,Bansbari Kathmandu,+977-01-4371322,27.7500,85.3400,Kathmandu,Bansbari,Bagmati
Kanti Children's Hospital,Maharajgunj Kathmandu,+977-01-4411558,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Tilganga Institute of Ophthalmology,Gausala Kathmandu,+977-01-4493684,27.7100,85.3500,Kathmandu,Gausala,Bagmati
National Trauma Center,Mahaboudha Kathmandu,+977-01-4230710,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
Nepal Police Hospital,Maharajgunj Kathmandu,+977-01-4412430,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Dhulikhel Hospital,Dhulikhel Kavre,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa Kavre,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Madhyapur Hospital,Thimi Bhaktapur,+977-01-6631598,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur Chitwan,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur Chitwan,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur Chitwan,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Manipal Teaching Hospital,Phulbari Pokhara,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Pokhara Academy of Health Sciences,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Saptakoshi Hospital,Biratnagar Morang,+977-021-475295,26.4500,87.2700,Morang,Biratnagar,Koshi
Nobel Medical College Teaching Hospital,Biratnagar Morang,+977-021-466735,26.4500,87.2800,Morang,Biratnagar,Koshi
B.P. Koirala Institute of Health Sciences,Dharan Sunsari,+977-025-525555,26.8100,87.2800,Sunsari,Dharan,Koshi
Koshi Hospital,Biratnagar Morang,+977-021-530103,26.4500,87.2700,Morang,Biratnagar,Koshi
Narayani Hospital,Birgunj Parsa,+977-051-521993,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Provincial Hospital,Janakpur Dhanusha,+977-041-520123,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Lumbini Provincial Hospital,Butwal Rupandehi,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa Rupandehi,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Bheri Hospital,Nepalgunj Banke,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Seti Provincial Hospital,Dhangadhi Kailali,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
B&C Medical College Teaching Hospital,Birtamode Jhapa,+977-023-563333,26.6400,88.0000,Jhapa,Birtamode,Koshi
Mechi Provincial Hospital,Bhadrapur Jhapa,+977-023-520123,26.5500,88.0900,Jhapa,Bhadrapur,Koshi
Damak Hospital,Damak Jhapa,+977-023-580123,26.6600,87.6900,Jhapa,Damak,Koshi
Birat Medical College Teaching Hospital,Biratnagar Morang,+977-021-470000,26.4500,87.2700,Morang,Biratnagar,Koshi
Golden Hospital,Biratnagar Morang,+977-021-461234,26.4500,87.2700,Morang,Biratnagar,Koshi
Neuro Cardio Multispeciality Hospital,Biratnagar Morang,+977-021-533333,26.4500,87.2700,Morang,Biratnagar,Koshi
Dharan Sub-Metropolitan Hospital,Dharan Sunsari,+977-025-520123,26.8100,87.2800,Sunsari,Dharan,Koshi
Itahari Hospital,Itahari Sunsari,+977-025-582000,26.6600,87.2700,Sunsari,Itahari,Koshi
Inaruwa Hospital,Sunsari,+977-025-560123,26.6100,87.1400,Sunsari,Inaruwa,Koshi
Ilam District Hospital,Ilam,+977-027-520123,26.9100,87.9300,Ilam,Ilam,Koshi
Panchthar District Hospital,Phidim,+977-024-520123,27.1500,87.7500,Panchthar,Phidim,Koshi
Taplejung District Hospital,Phungling,+977-024-460123,27.3500,87.6700,Taplejung,Phungling,Koshi
Khotang District Hospital,Diktel,+977-036-420123,27.2100,86.7900,Khotang,Diktel,Koshi
Udayapur District Hospital,Gaighat,+977-035-420123,26.8000,86.7000,Udayapur,Gaighat,Koshi
Solukhumbu District Hospital,Salleri,+977-038-520123,27.7900,86.7200,Solukhumbu,Salleri,Koshi
Gajendra Narayan Singh Hospital,Rajbiraj Saptari,+977-031-520123,26.5400,86.7500,Saptari,Rajbiraj,Madhesh
Siraha District Hospital,Siraha,+977-033-520123,26.6600,86.2000,Siraha,Siraha,Madhesh
Lahan Hospital,Lahan Siraha,+977-033-560123,26.7200,86.4800,Siraha,Lahan,Madhesh
Malangwa Hospital,Sarlahi,+977-046-520123,26.8600,85.5600,Sarlahi,Malangwa,Madhesh
Gaur Hospital,Rautahat,+977-055-520123,26.7700,85.2700,Rautahat,Gaur,Madhesh
Kalaiya Hospital,Bara,+977-053-520123,26.9900,84.8700,Bara,Kalaiya,Madhesh
National Medical College Teaching Hospital,Birgunj,+977-051-532260,27.0100,84.8800,Parsa,Birgunj,Madhesh
Birgunj Health Care Hospital,Birgunj,+977-051-522000,27.0100,84.8800,Parsa,Birgunj,Madhesh
Janakpur Eye Hospital,Janakpur,+977-041-520555,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Mithila Hospital,Janakpur,+977-041-520456,26.7300,85.9200,Dhanusha,Janakpur,Madhesh
Hetauda Hospital,Hetauda Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Makwanpur Cooperative Hospital,Hetauda,+977-057-520456,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Sindhuli District Hospital,Sindhulimadhi,+977-047-520123,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap District Hospital,Manthali,+977-048-540123,27.3900,86.0600,Ramechhap,Manthali,Bagmati
Dolakha District Hospital,Charikot,+977-049-420123,27.6700,86.0300,Dolakha,Charikot,Bagmati
Nuwakot District Hospital,Bidur,+977-010-560123,27.9200,85.1600,Nuwakot,Bidur,Bagmati
Dhading District Hospital,Dhadingbesi,+977-010-520123,27.8700,84.9200,Dhading,Dhadingbesi,Bagmati
Rasuwa District Hospital,Dhunche,+977-010-540123,28.1100,85.3000,Rasuwa,Dhunche,Bagmati
Gorkha District Hospital,Gorkha Bazaar,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Beni Hospital,Myagdi,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Tansen Hospital,Palpa,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
