osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
node,4206968213,Triveni Khaja Ghar and Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8562038,84.5605472
node,4212091089,Kaushila Hotel & Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.663182,84.4185776
node,4219901192,Shivaghat,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6774925,84.3772672
node,4227043690,bhusal niwash,artwork,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5813733,84.2434003
node,4230713801,Balaji,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6980517,84.4214334
node,4265734308,Holy Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5752918,84.4934753
node,4297051424,My home,guest_house,Not Available,Not Available,056582043,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6135806,84.5618843
node,4316610430,Abdullah Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8565424,84.5622377
node,4316610431,Binaya Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8567338,84.5625878
node,4316610432,Bisauni Hotel & Guesthouse,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8566627,84.5624703
node,4316610433,Hotel Mugling,hotel,Not Available,Not Available,056540059,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8565315,84.561233
node,4316610434,Machhaouchhre Hotel & Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8563925,84.5609126
node,4316610435,Madani Hotel,hotel,Not Available,Not Available,9847286148,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8567929,84.562709
node,4316610436,Mugling Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8565752,84.5622983
node,4316610437,Thakali Kalpan Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8567644,84.5626497
node,4356723195,Pandit House,guest_house,Not Available,http://www.sunilpt.wordpress.com,9845813546,batterysunilcell@gmail.com,24/7,Not Available,Not Available,Network center,Chitwan,27.6423204,84.2989437
node,4382219391,Hotel Elephant Camp & Korean Restaurant,hotel,Not Available,https://www.hotelelephantcamp.com/,Not Available,himalayancgroup@gmail.com,Not Available,Not Available,Not Available,Mr.Gyan Bdr.Thapa,Chitwan,27.5768524,84.4956573
node,4709801553,Tharu 20for7,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5945952,84.4972996
node,4827150821,National Park HQ (gharial breeding project),attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5533728,84.339029
node,4851277821,Hari,guest_house,Not Available,http://www.offlinemaps.co.uk,9821803139,haric5173@gmail.com,Not Available,Not Available,Not Available,Ncell,Chitwan,27.5999256,84.4956161
node,4851277822,Isha house,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6899963,84.5078227
node,4934107021,English,information,Not Available,http://www.taiaonepal.com,+9779846999456,ecowildernesstours@gmail.com,24/7,Not Available,Not Available,Not Available,Chitwan,27.6865056,84.529685
node,5003246523,oasis medical college,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6884248,84.4324255
node,5052331778,Chilax House,hotel,Not Available,Not Available,056-580260,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5757106,84.4978129
node,5252097841,Elephants,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5732814,84.5013061
node,5521452233,Option Be Hostel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5768937,84.4925294
node,5911890137,Happy Lemon Tree Lodge,hotel,Not Available,https://www.happylemontreelodge.com/,+977-9845500576 / 9809283551,happylemontreelodge@gmail.com,Not Available,Not Available,Not Available,Dharmik & Juliette,Chitwan,27.5816322,84.4910096
node,6141714885,Safari Narayani Hotel,hotel,Not Available,https://www.safarinarayani.com.np/,056694441; 9851103118,info@safarinarayani.com.np,24/7,Not Available,Not Available,Not Available,Chitwan,27.5686403,84.365329
node,6217292733,Tiger Corner Inn,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5754746,84.5026544
node,6398106983,Hotel peacock,hotel,Not Available,Not Available,9845069960,bishwashpoudel12345@gmail.com; hotelpeacock123@gmail.com,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5804469,84.4937884
node,6487395354,Rhino Land Jungle Lodge,hotel,Not Available,https://www.rhinolandchitwan.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5775564,84.4950832
node,6634216086,Presidency Resort,hotel,Not Available,https://www.presidencyresort.com.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.7791454,84.4527317
node,6984131811,Safari Wildlife Lodge & Camp,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5755055,84.4996774
node,7669203800,Ground (Open space),camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6900737,84.430519
node,9521953503,Madina Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8566424,84.5615321
node,9521953506,Aama Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8568609,84.561997
node,9521953507,New Madina Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8569178,84.5620989
node,9521953512,Narayan Bicaneri Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.857091,84.5625306
node,9522055161,Shrestha Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8767171,84.5923546
node,9522055164,Sainik Hotel and Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8768362,84.5921848
node,9522055166,Hotel Bhu. Pu. Sainik Khaja Ghar and Guest House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.8768957,84.5921826
node,10083284991,Memorial Park View Tower,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6557118,84.284897
node,10083390106,Ethnic Tharu Museum,museum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6164679,84.2419358
node,10875093919,Hotel Rhino Land,hotel,"Namaste, dear visitor!

Welcome to Hotel Rhino Land, the perfect place for those who travel on a budget. We are ideally located, in a very quiet and peaceful neighbourhood, close to the elephants’ stables, just 3 minutes walking from the town center.",https://hotelrhinoland.com/,9+977984-5065547,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5777098,84.4993652
node,10926757907,Hotel Blue Sky,hotel,Not Available,Not Available,Not Available,suraglamsal36@gmail.com,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6019558,84.4824051
node,11021810386,Ashoka Resort,hotel,Not Available,https://resortashoka.com/,9813252214,info@resortashoka.com,Not Available,Not Available,Not Available,Not Available,Chitwan,27.7784437,84.4536155
node,11208824057,Chitwan Gaida Lodge,hostel,Not Available,www.gaidalodge.com,+977 9845239509,gaidalodge@gmail.com,Not Available,Not Available,Not Available,Sagar Giri,Chitwan,27.5744515,84.4992537
node,11391696969,जे पी भेटवाल पार्क,attraction,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Chitwan,27.5963771,84.6435843
node,11397080162,Canoe Tours departure,attraction,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5750639,84.4924386
node,11428709869,उपरदाङ गढी,attraction,Not Available,Not Available,Not Available,Not Available,24/7,Not Available,Not Available,Not Available,Chitwan,27.7619768,84.5827762
node,11709402769,सिमसार जङ्गल रिसोर्ट,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.5672598,84.5457159
node,11815975469,Hotel National Park Sauraha,hotel,Not Available,https://www.booking.com/hotel/np/national-park.en-gb.html?,+9779845155749,peaceful.cottage0@gmail.com,Mo-Su 06:00-22:00,Not Available,Not Available,Not Available,Chitwan,27.5784279,84.4999119
node,11982476191,Laligurash Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6773442,84.430967
node,11984964143,Luv Kush Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6707192,84.4397512
node,11984985108,Kavreli Staff Hotel,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6706694,84.4403628
node,11984998119,Janta Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6699805,84.438274
node,11985007209,Ale Hotel,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6676258,84.4382773
node,11985023748,Hotel Dhaulagiri,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6699092,84.4382519
node,11985031882,Bhairab Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6681899,84.4380896
node,11985034151,Hotel Gorkha Palace Lodge & Restaurant,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6685777,84.4381043
node,11985034163,Lama Hotel,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6668519,84.4379072
node,11985034521,Hotel Old House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6680522,84.4380695
node,11985035502,Ilamely Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6681508,84.4380748
node,11985036646,Ashika Hotel & Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.668222,84.4380949
node,11985042680,Chaudari Staff Hotel,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6684008,84.4380755
node,11985042681,Sunrise Hotel Lodge,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6684875,84.4381124
node,11985045429,Dipjyoti Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Chitwan,27.6699232,84.4382616
