place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Tinjure Milke Jaljale,27.25,87.45,Tehrathum,4.0,10.0,5.0,2.0,6.0,0.0,1.0,0.0,90.0,75.0,81.0,HIGH
Pathibhara Lake,27.42,87.75,Taplejung,5.0,11.0,6.0,2.0,7.0,0.0,1.0,0.0,90.0,85.0,87.0,HIGH
Mai Valley,26.95,87.85,Ilam,2.0,3.0,0.0,4.0,3.0,5.0,4.0,1.0,45.0,30.0,36.0,MEDIUM
Dharan Clock Tower,26.81,87.28,Sunsari,0.0,0.0,0.0,2.0,2.0,20.0,15.0,5.0,10.0,10.0,10.0,LOW
Budha Subba Temple,26.81,87.27,Sunsari,1.0,1.0,0.0,2.0,2.0,15.0,12.0,3.0,20.0,15.0,18.0,LOW
Bhedetar View Point,26.88,87.3,Dhankuta,2.0,4.0,0.0,3.0,4.0,8.0,5.0,1.0,40.0,35.0,37.0,MEDIUM
Hile Bazaar,26.99,87.32,Dhankuta,1.0,2.0,0.0,3.0,3.0,10.0,8.0,2.0,30.0,25.0,28.0,LOW
Namaste Falls,27.0,87.35,Dhankuta,2.0,5.0,0.0,5.0,3.0,5.0,4.0,1.0,50.0,40.0,44.0,MEDIUM
Pakhribas Botanical Garden,27.04,87.29,Dhankuta,1.0,2.0,0.0,2.0,2.0,8.0,6.0,1.0,35.0,20.0,26.0,LOW
Hatuwa Danda,27.25,87.25,Bhojpur,3.0,7.0,2.0,3.0,5.0,1.0,1.0,0.0,85.0,60.0,70.0,HIGH
Salpa Pokhari,27.35,86.95,Bhojpur,5.0,10.0,4.0,2.0,7.0,0.0,0.0,0.0,100.0,80.0,88.0,HIGH
Silichung Peak,27.5,87.05,Sankhuwasabha,8.0,15.0,10.0,2.0,8.0,0.0,0.0,0.0,100.0,95.0,97.0,HIGH
Num Village,27.55,87.25,Sankhuwasabha,4.0,8.0,3.0,3.0,6.0,1.0,1.0,0.0,90.0,65.0,75.0,HIGH
Barun Valley,27.75,87.15,Sankhuwasabha,7.0,14.0,11.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,97.0,HIGH
Tumlingtar Airport,27.3,87.19,Sankhuwasabha,2.0,3.0,0.0,3.0,3.0,5.0,5.0,2.0,45.0,30.0,36.0,MEDIUM
Halesi Cave,27.32,86.72,Khotang,3.0,4.0,0.0,2.0,5.0,4.0,5.0,1.0,50.0,40.0,44.0,MEDIUM
Diktel Bazaar,27.21,86.79,Khotang,1.0,3.0,0.0,3.0,4.0,8.0,6.0,2.0,35.0,30.0,33.0,MEDIUM
Aiselukharka,27.35,86.85,Khotang,2.0,6.0,1.0,3.0,5.0,2.0,2.0,0.0,70.0,55.0,61.0,MEDIUM
Okhaldhunga Bazaar,27.32,86.5,Okhaldhunga,1.0,4.0,0.0,3.0,4.0,5.0,5.0,1.0,45.0,35.0,39.0,MEDIUM
Tholodunga,27.42,86.6,Okhaldhunga,3.0,8.0,3.0,2.0,6.0,0.0,1.0,0.0,90.0,70.0,78.0,HIGH
Jiri Lake,27.63,86.23,Dolakha,2.0,6.0,2.0,3.0,5.0,3.0,3.0,1.0,65.0,50.0,56.0,MEDIUM
Charikot View Tower,27.67,86.05,Dolakha,1.0,3.0,0.0,2.0,5.0,6.0,5.0,1.0,40.0,30.0,34.0,MEDIUM
Kalinchowk Bhagwati,27.95,86.05,Dolakha,5.0,9.0,6.0,2.0,7.0,1.0,1.0,0.0,85.0,80.0,82.0,HIGH
Chekampar Village,28.62,84.85,Gorkha,6.0,13.0,7.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,97.0,HIGH
Rubina La Pass,28.65,84.8,Gorkha,8.0,15.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Larke Pass,28.75,84.6,Gorkha,10.0,18.0,15.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Samagaun,28.6,84.65,Gorkha,5.0,12.0,8.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Birendra Lake,28.65,84.62,Gorkha,4.0,10.0,7.0,2.0,7.0,0.0,0.0,0.0,100.0,85.0,91.0,HIGH
Dunai Bazaar,29.0,82.83,Dolpa,8.0,12.0,5.0,2.0,8.0,0.0,0.0,0.0,100.0,75.0,80.0,HIGH
Tripurakot Temple,29.05,82.95,Dolpa,3.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,90.0,55.0,65.0,MEDIUM
Juphal Airport Area,29.27,82.19,Dolpa,4.0,5.0,0.0,3.0,4.0,10.0,10.0,5.0,60.0,50.0,55.0,MEDIUM
Rukumkot Lake,28.63,82.48,Rukum East,8.0,10.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,70.0,72.0,HIGH
Sisne Himal Base Area,28.73,82.55,Rukum East,14.0,18.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,92.0,HIGH
Jajarkot Darbar Area,28.7,82.18,Jajarkot,4.0,6.0,0.0,5.0,8.0,20.0,20.0,5.0,45.0,60.0,62.0,MEDIUM
Khalanga Jajarkot,28.7,82.18,Jajarkot,3.0,5.0,0.0,5.0,8.0,25.0,20.0,5.0,40.0,60.0,60.0,MEDIUM
Ramaroshan Lake,29.1,81.2,Achham,5.0,8.0,0.0,8.0,5.0,10.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Badimalika Temple,29.42,81.42,Bajura,12.0,15.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,85.0,86.0,HIGH
Budhinanda Lake,29.5,81.43,Bajura,10.0,14.0,7.0,2.0,7.0,0.0,0.0,0.0,100.0,80.0,82.0,HIGH
Khaptad Ashram,29.32,81.15,Doti,3.0,5.0,0.0,6.0,4.0,15.0,20.0,5.0,40.0,50.0,55.0,MEDIUM
Aadhi Khola Trail,28.05,83.9,Syangja,2.0,3.0,0.0,5.0,3.0,30.0,25.0,10.0,10.0,25.0,30.0,LOW
Panchase Rural Trail,28.25,83.85,Kaski,2.0,5.0,0.0,3.0,4.0,50.0,30.0,10.0,15.0,30.0,35.0,LOW
Kahule Village,28.3,83.9,Kaski,2.0,4.0,0.0,3.0,4.0,40.0,30.0,10.0,15.0,30.0,35.0,LOW
Lamachaur View Point,28.27,84.0,Kaski,1.0,2.0,0.0,3.0,3.0,80.0,60.0,20.0,5.0,15.0,20.0,LOW
Sarangkot,28.21,83.95,Kaski,2.0,3.0,0.0,4.0,4.0,70.0,60.0,20.0,10.0,25.0,30.0,LOW
World Peace Pagoda,28.19,83.94,Kaski,1.0,2.0,0.0,5.0,4.0,70.0,50.0,15.0,10.0,25.0,30.0,LOW
Pumdikot View Tower,28.16,83.9,Kaski,2.0,3.0,0.0,3.0,3.0,60.0,50.0,15.0,10.0,20.0,25.0,LOW
Mardi View Point,28.43,83.95,Kaski,7.0,12.0,8.0,2.0,6.0,0.0,0.0,0.0,100.0,80.0,82.0,HIGH
Kori Danda,28.4,84.15,Kaski,8.0,12.0,5.0,3.0,7.0,0.0,0.0,0.0,100.0,75.0,80.0,HIGH
Kapuche Lake,28.48,84.15,Kaski,10.0,15.0,8.0,4.0,8.0,0.0,0.0,0.0,100.0,85.0,85.0,HIGH
Lamjung Himal View,28.35,84.35,Lamjung,6.0,10.0,4.0,3.0,6.0,5.0,5.0,2.0,65.0,65.0,68.0,MEDIUM
Trekking Village Besisahar,28.23,84.38,Lamjung,3.0,5.0,0.0,5.0,4.0,40.0,30.0,10.0,20.0,35.0,40.0,LOW
Khudi Village,28.28,84.35,Lamjung,3.0,6.0,0.0,4.0,5.0,20.0,15.0,5.0,30.0,45.0,45.0,MEDIUM
Ngadi Village,28.31,84.37,Lamjung,4.0,7.0,2.0,4.0,6.0,15.0,10.0,3.0,40.0,50.0,55.0,MEDIUM
Trekking Route Chamje,28.52,84.3,Manang,10.0,15.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,85.0,85.0,HIGH
Dharapani Village,28.55,84.26,Manang,8.0,12.0,6.0,3.0,7.0,5.0,5.0,2.0,75.0,75.0,75.0,HIGH
Humde Village,28.65,84.12,Manang,8.0,14.0,10.0,2.0,8.0,0.0,0.0,0.0,100.0,85.0,85.0,HIGH
Yak Kharka,28.7,84.0,Manang,15.0,18.0,15.0,1.0,9.0,0.0,0.0,0.0,100.0,95.0,92.0,HIGH
Thorong La Pass,28.79,84.0,Manang,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Muktinath Trek Route,28.82,83.87,Mustang,5.0,8.0,5.0,1.0,5.0,10.0,10.0,3.0,70.0,65.0,68.0,HIGH
Dhumba Lake,28.8,83.73,Mustang,3.0,5.0,2.0,2.0,4.0,10.0,10.0,3.0,50.0,45.0,50.0,MEDIUM
Kali Gandaki Gorge,28.75,83.65,Mustang,7.0,10.0,5.0,5.0,7.0,5.0,5.0,2.0,75.0,70.0,75.0,HIGH
Lete Village Mustang,28.65,83.62,Mustang,6.0,8.0,5.0,2.0,6.0,5.0,5.0,2.0,70.0,65.0,70.0,HIGH
Kobang Village,28.72,83.65,Mustang,5.0,7.0,4.0,2.0,5.0,5.0,5.0,2.0,65.0,60.0,65.0,MEDIUM
Titi Lake,28.78,83.6,Mustang,6.0,10.0,5.0,2.0,6.0,0.0,0.0,0.0,100.0,75.0,78.0,HIGH
Khumjung Village,27.83,86.72,Solukhumbu,10.0,12.0,10.0,1.0,7.0,0.0,0.0,0.0,100.0,80.0,85.0,HIGH
Thame Village,27.93,86.7,Solukhumbu,12.0,15.0,12.0,1.0,8.0,0.0,0.0,0.0,100.0,90.0,88.0,HIGH
Mera Peak Base Camp,27.7,86.92,Solukhumbu,18.0,15.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,96.0,HIGH
Island Peak Base Camp,27.92,86.93,Solukhumbu,20.0,18.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Amphu Lapcha Route,27.85,86.9,Solukhumbu,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Panch Pokhari Trail Camp,28.05,85.6,Sindhupalchok,10.0,15.0,8.0,4.0,10.0,0.0,0.0,0.0,100.0,90.0,88.0,HIGH
Jugal Himal Base Area,28.2,85.9,Sindhupalchok,15.0,18.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,95.0,92.0,HIGH
Helambu Village,28.05,85.52,Sindhupalchok,5.0,8.0,5.0,3.0,6.0,10.0,10.0,5.0,60.0,60.0,65.0,MEDIUM
Panchase Hill,28.25,83.85,Kaski,2.0,5.0,1.0,2.0,4.0,5.0,4.0,1.0,45.0,40.0,42.0,MEDIUM
Kahule Village,28.18,84.62,Gorkha,3.0,8.0,2.0,3.0,6.0,1.0,1.0,0.0,90.0,65.0,75.0,HIGH
Chepe River Area,28.35,84.75,Gorkha,2.0,5.0,0.0,7.0,4.0,2.0,2.0,0.0,75.0,55.0,63.0,MEDIUM
Dordi Valley,28.28,84.35,Lamjung,4.0,10.0,4.0,2.0,6.0,0.0,1.0,0.0,90.0,78.0,83.0,HIGH
Besisahar,28.23,84.38,Lamjung,2.0,3.0,0.0,4.0,3.0,8.0,7.0,2.0,35.0,35.0,35.0,MEDIUM
Khudi Village,28.25,84.41,Lamjung,3.0,6.0,1.0,3.0,5.0,2.0,2.0,0.0,70.0,55.0,61.0,MEDIUM
Taal Village,28.43,84.47,Lamjung,5.0,12.0,5.0,8.0,7.0,0.0,1.0,0.0,90.0,90.0,90.0,HIGH
Ngawal Village,28.67,84.02,Manang,6.0,13.0,8.0,2.0,7.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Manang Village,28.67,84.01,Manang,5.0,12.0,7.0,2.0,8.0,0.0,1.0,0.0,95.0,88.0,91.0,HIGH
Thorong La Pass,28.79,84.4,Manang,12.0,16.0,15.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ice Lake Manang,28.68,84.05,Manang,7.0,14.0,10.0,1.0,8.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Kicho Tal,28.6,84.1,Manang,4.0,10.0,5.0,2.0,6.0,0.0,0.0,0.0,100.0,80.0,92.0,HIGH
Nar Phu Valley,28.75,84.15,Manang,8.0,15.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,98.0,99.0,HIGH
Pisand Valley,28.72,84.03,Manang,4.0,8.0,4.0,2.0,5.0,1.0,1.0,0.0,90.0,70.0,82.0,HIGH
Kang La Pass,28.75,84.2,Manang,9.0,16.0,13.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tukuche Village,28.73,83.62,Mustang,2.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,55.0,45.0,49.0,MEDIUM
Kobang Village,28.77,83.65,Mustang,3.0,6.0,2.0,4.0,5.0,2.0,2.0,0.0,65.0,55.0,60.0,MEDIUM
Lete Village,28.63,83.6,Mustang,4.0,8.0,3.0,5.0,6.0,1.0,1.0,0.0,80.0,65.0,71.0,HIGH
Dhampus Mustang,28.6,83.55,Mustang,3.0,7.0,3.0,2.0,5.0,1.0,1.0,0.0,85.0,60.0,70.0,HIGH
Kagbeni Monastery,28.84,83.78,Mustang,2.0,5.0,1.0,3.0,4.0,2.0,2.0,0.0,70.0,45.0,59.0,MEDIUM
Tetang Village,29.0,83.85,Mustang,4.0,10.0,5.0,2.0,7.0,0.0,0.0,0.0,100.0,80.0,88.0,HIGH
Yara Valley,29.15,83.85,Mustang,5.0,13.0,7.0,1.0,8.0,0.0,0.0,0.0,100.0,92.0,96.0,HIGH
Korala Border,29.3,83.95,Mustang,3.0,9.0,6.0,1.0,7.0,0.0,0.0,0.0,100.0,80.0,88.0,HIGH
Lomanthang Palace,29.18,83.96,Mustang,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,85.0,40.0,67.0,HIGH
Mardi View Point,28.56,84.0,Kaski,2.0,6.0,3.0,1.0,4.0,2.0,2.0,0.0,75.0,55.0,63.0,MEDIUM
Kahundanda,28.24,83.97,Kaski,1.0,3.0,0.0,3.0,3.0,8.0,5.0,2.0,35.0,30.0,32.0,MEDIUM
Hemja Village,28.26,83.95,Kaski,1.0,2.0,0.0,4.0,2.0,15.0,10.0,3.0,20.0,20.0,20.0,LOW
Gupteshwor Cave,28.19,83.96,Kaski,2.0,1.0,0.0,2.0,3.0,20.0,15.0,5.0,15.0,20.0,18.0,LOW
Mahendra Cave,28.27,83.98,Kaski,1.0,1.0,0.0,2.0,2.0,20.0,15.0,5.0,15.0,15.0,15.0,LOW
Rupa Lake,28.15,84.1,Kaski,2.0,2.0,0.0,8.0,3.0,10.0,8.0,2.0,35.0,35.0,35.0,MEDIUM
Khaste Lake,28.16,84.08,Kaski,1.0,2.0,0.0,7.0,2.0,8.0,5.0,1.0,40.0,30.0,34.0,MEDIUM
Begnas View Tower,28.16,84.12,Kaski,1.0,3.0,0.0,4.0,3.0,10.0,8.0,2.0,30.0,30.0,30.0,LOW
Lamachaur,28.26,83.97,Kaski,1.0,2.0,0.0,3.0,3.0,12.0,8.0,2.0,25.0,25.0,25.0,LOW
Kaskikot Palace,28.27,83.87,Kaski,2.0,4.0,0.0,2.0,4.0,5.0,5.0,1.0,45.0,35.0,39.0,MEDIUM
Pumdikot Shiva Statue,28.17,83.92,Kaski,1.0,3.0,0.0,2.0,3.0,10.0,7.0,2.0,30.0,25.0,27.0,LOW
Naudanda View Point,28.27,83.8,Kaski,2.0,5.0,0.0,2.0,4.0,5.0,4.0,1.0,50.0,40.0,44.0,MEDIUM
Australian Camp View,28.3,83.8,Kaski,2.0,4.0,1.0,1.0,3.0,5.0,3.0,1.0,45.0,40.0,43.0,MEDIUM
Kushma Bridge,28.22,83.69,Parbat,3.0,3.0,0.0,5.0,4.0,8.0,6.0,2.0,35.0,45.0,39.0,MEDIUM
Gupteshwor Mahadev Cave,28.2,83.96,Kaski,1.0,1.0,0.0,1.0,2.0,20.0,15.0,5.0,15.0,10.0,13.0,LOW
Dhorbarahi Temple,28.2,84.0,Tanahun,1.0,2.0,0.0,3.0,3.0,8.0,6.0,1.0,35.0,25.0,29.0,LOW
Suklagandaki River,28.05,84.0,Tanahun,3.0,2.0,0.0,10.0,3.0,5.0,4.0,1.0,45.0,50.0,48.0,MEDIUM
Tanahun Hydropower Area,28.05,84.02,Tanahun,2.0,5.0,0.0,8.0,4.0,4.0,3.0,1.0,55.0,55.0,55.0,MEDIUM
Chhimkeshwari Temple,27.95,84.05,Tanahun,2.0,4.0,0.0,3.0,4.0,3.0,3.0,1.0,55.0,35.0,43.0,MEDIUM
Muglin River Side,27.85,84.55,Chitwan,5.0,3.0,0.0,12.0,3.0,10.0,8.0,2.0,35.0,60.0,45.0,MEDIUM
Sauraha Elephant Breeding Center,27.58,84.5,Chitwan,2.0,1.0,0.0,8.0,2.0,12.0,10.0,3.0,25.0,35.0,29.0,LOW
20 Thousand Lake,27.62,84.45,Chitwan,2.0,1.0,0.0,10.0,2.0,8.0,6.0,2.0,35.0,40.0,38.0,MEDIUM
Bishazari Lake,27.6,84.45,Chitwan,1.0,0.0,0.0,12.0,2.0,10.0,8.0,2.0,30.0,40.0,34.0,MEDIUM
Gaurishankar Conservation Area,27.95,86.4,Dolakha,14.0,18.0,15.0,3.0,10.0,0.0,0.0,0.0,100.0,95.0,93.0,HIGH
Rolwaling Valley,27.9,86.48,Dolakha,16.0,20.0,18.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,97.0,HIGH
Na Village,27.85,86.5,Dolakha,12.0,15.0,12.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,90.0,HIGH
Simigaun Village,27.9,86.42,Dolakha,8.0,12.0,8.0,3.0,7.0,0.0,0.0,0.0,100.0,80.0,82.0,HIGH
Bigutar Village,27.65,86.25,Ramechhap,4.0,8.0,3.0,4.0,6.0,20.0,15.0,5.0,40.0,55.0,58.0,MEDIUM
Thodung Village,27.65,86.45,Ramechhap,6.0,10.0,5.0,3.0,7.0,5.0,5.0,2.0,65.0,70.0,70.0,HIGH
Khandadevi Temple,27.65,86.35,Ramechhap,2.0,4.0,0.0,3.0,5.0,30.0,25.0,10.0,20.0,30.0,35.0,LOW
Sindhuligadhi,27.25,85.95,Sindhuli,3.0,5.0,0.0,6.0,6.0,30.0,25.0,10.0,30.0,40.0,45.0,MEDIUM
Jungle Safari Route,27.25,85.95,Sindhuli,4.0,3.0,0.0,10.0,3.0,20.0,20.0,5.0,35.0,40.0,45.0,MEDIUM
Marin Village,27.15,85.6,Sindhuli,2.0,4.0,0.0,7.0,5.0,15.0,15.0,5.0,40.0,35.0,40.0,LOW
Thaha Municipality,27.6,85.12,Makwanpur,3.0,6.0,0.0,5.0,5.0,40.0,30.0,10.0,20.0,40.0,45.0,MEDIUM
Daman View Tower,27.6,85.12,Makwanpur,2.0,4.0,0.0,4.0,5.0,50.0,40.0,15.0,15.0,30.0,35.0,LOW
Chisapani Makwanpur,27.52,85.2,Makwanpur,5.0,8.0,2.0,5.0,6.0,20.0,15.0,5.0,40.0,55.0,60.0,MEDIUM
Kulekhani Lake,27.58,85.13,Makwanpur,2.0,3.0,0.0,8.0,4.0,50.0,40.0,10.0,15.0,35.0,38.0,LOW
Markhu Village,27.58,85.13,Makwanpur,3.0,4.0,0.0,8.0,4.0,40.0,30.0,10.0,20.0,40.0,45.0,MEDIUM
Chepang Hill Trail,27.65,84.9,Chitwan,6.0,10.0,0.0,8.0,5.0,10.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Siraichuli Peak,27.65,84.85,Chitwan,7.0,12.0,0.0,5.0,6.0,5.0,5.0,2.0,70.0,65.0,70.0,HIGH
Devghat Dham,27.92,84.41,Tanahun,1.0,2.0,0.0,8.0,4.0,50.0,40.0,10.0,10.0,30.0,32.0,LOW
Chimkeswari Hill,27.95,84.15,Tanahun,3.0,5.0,0.0,5.0,4.0,30.0,25.0,5.0,20.0,35.0,40.0,MEDIUM
Siddha Cave,27.93,84.42,Tanahun,2.0,3.0,0.0,5.0,4.0,40.0,30.0,10.0,15.0,30.0,35.0,LOW
Rishing Rural Area,27.9,84.3,Tanahun,2.0,4.0,0.0,5.0,5.0,20.0,15.0,5.0,25.0,35.0,40.0,MEDIUM
Madi Valley,27.95,84.05,Tanahun,3.0,5.0,0.0,8.0,4.0,30.0,20.0,5.0,30.0,45.0,48.0,MEDIUM
Gorkha Palace,28.0,84.63,Gorkha,2.0,2.0,0.0,4.0,8.0,50.0,40.0,10.0,15.0,40.0,42.0,MEDIUM
Ligligkot,28.05,84.57,Gorkha,3.0,5.0,0.0,4.0,6.0,20.0,20.0,5.0,30.0,45.0,50.0,MEDIUM
Sirandanda Gorkha,28.15,84.6,Gorkha,4.0,7.0,2.0,3.0,7.0,10.0,10.0,3.0,55.0,60.0,65.0,MEDIUM
Laprak Village,28.25,84.7,Gorkha,8.0,12.0,5.0,3.0,10.0,5.0,5.0,2.0,70.0,80.0,78.0,HIGH
Larpak Trek Route,28.25,84.72,Gorkha,10.0,15.0,8.0,2.0,10.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Nubri Valley,28.65,84.75,Gorkha,15.0,20.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,95.0,92.0,HIGH
Mu Gompa,28.65,85.05,Gorkha,12.0,18.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,90.0,HIGH
Prok Village,28.58,84.9,Gorkha,10.0,15.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,85.0,86.0,HIGH
Bihi Village,28.62,84.85,Gorkha,9.0,14.0,7.0,2.0,8.0,0.0,0.0,0.0,100.0,80.0,82.0,HIGH
Jagat Village,28.52,84.65,Gorkha,7.0,10.0,5.0,3.0,7.0,5.0,5.0,2.0,70.0,70.0,72.0,HIGH
Chhekampar,28.65,85.0,Gorkha,12.0,18.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,90.0,HIGH
Samagaun,28.65,84.95,Gorkha,15.0,20.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,96.0,HIGH
Tansen Old Town,27.87,83.54,Palpa,1.0,2.0,0.0,3.0,5.0,60.0,50.0,15.0,5.0,20.0,25.0,LOW
Satyawati Lake,27.9,83.3,Gulmi,3.0,6.0,0.0,4.0,5.0,20.0,20.0,5.0,30.0,45.0,50.0,MEDIUM
Resunga Hill,28.07,83.25,Gulmi,2.0,4.0,0.0,3.0,5.0,30.0,25.0,10.0,15.0,30.0,35.0,LOW
Ruru Kshetra,27.9,83.4,Gulmi,1.0,3.0,0.0,6.0,4.0,25.0,20.0,5.0,20.0,35.0,40.0,MEDIUM
Supadeurali Temple,27.97,83.12,Arghakhanchi,2.0,3.0,0.0,3.0,4.0,30.0,25.0,10.0,15.0,25.0,30.0,LOW
Phedikhola Village,28.0,83.8,Syangja,1.0,3.0,0.0,4.0,3.0,40.0,30.0,10.0,10.0,20.0,25.0,LOW
Sirubari Homestay,28.05,83.75,Syangja,1.0,2.0,0.0,3.0,3.0,40.0,30.0,10.0,10.0,20.0,25.0,LOW
Waling Rural Trail,27.98,83.76,Syangja,2.0,4.0,0.0,5.0,4.0,30.0,20.0,5.0,20.0,35.0,40.0,MEDIUM
Elephant Breeding Center,27.58,84.48,Chitwan,2.0,1.0,0.0,8.0,2.0,15.0,10.0,3.0,20.0,35.0,29.0,LOW
Gharial Conservation Center,27.58,84.47,Chitwan,1.0,0.0,0.0,7.0,1.0,12.0,9.0,2.0,25.0,25.0,25.0,LOW
Devghat Area,27.93,84.41,Tanahun,1.0,1.0,0.0,5.0,3.0,15.0,12.0,3.0,15.0,25.0,21.0,LOW
Maula Kalika Hill,27.7,84.42,Nawalpur,2.0,3.0,0.0,4.0,3.0,8.0,6.0,1.0,40.0,35.0,37.0,MEDIUM
Shashwat Dham,27.68,84.43,Nawalpur,0.0,0.0,0.0,3.0,2.0,15.0,12.0,4.0,15.0,10.0,13.0,LOW
Palpa Srinagar View,27.87,83.54,Palpa,1.0,3.0,0.0,2.0,4.0,8.0,6.0,2.0,35.0,30.0,32.0,MEDIUM
Bhagwati Temple Palpa,27.86,83.54,Palpa,1.0,2.0,0.0,2.0,3.0,10.0,8.0,2.0,30.0,25.0,27.0,LOW
Ranighat Palace,27.85,83.54,Palpa,2.0,4.0,0.0,5.0,4.0,4.0,4.0,1.0,55.0,45.0,49.0,MEDIUM
Satyawati Lake,27.83,83.6,Gulmi,3.0,7.0,0.0,4.0,5.0,1.0,2.0,0.0,85.0,55.0,73.0,HIGH
Resunga Hill,28.05,83.25,Gulmi,2.0,5.0,0.0,3.0,4.0,5.0,4.0,1.0,55.0,40.0,46.0,MEDIUM
Tamghas Bazaar,28.07,83.25,Gulmi,1.0,3.0,0.0,3.0,3.0,8.0,6.0,2.0,35.0,30.0,32.0,MEDIUM
Ruru Kshetra,27.9,83.77,Gulmi,2.0,2.0,0.0,5.0,3.0,6.0,5.0,1.0,45.0,35.0,39.0,MEDIUM
Dhorpatan Valley,28.5,83.0,Baglung,6.0,14.0,8.0,3.0,8.0,0.0,1.0,0.0,95.0,90.0,92.0,HIGH
Baglung Kalika Temple,28.27,83.59,Baglung,1.0,3.0,0.0,3.0,4.0,8.0,6.0,2.0,35.0,30.0,32.0,MEDIUM
Panchakot Dham,28.23,83.58,Baglung,1.0,4.0,0.0,2.0,3.0,5.0,5.0,1.0,45.0,35.0,39.0,MEDIUM
Galeshwor Temple,28.55,83.65,Myagdi,2.0,5.0,0.0,5.0,4.0,3.0,3.0,1.0,55.0,45.0,49.0,MEDIUM
Tatopani Myagdi,28.54,83.67,Myagdi,3.0,8.0,0.0,7.0,5.0,2.0,2.0,0.0,75.0,65.0,69.0,HIGH
Beni Bazaar,28.34,83.56,Myagdi,1.0,3.0,0.0,5.0,3.0,10.0,8.0,2.0,30.0,30.0,30.0,LOW
Narchyang Village,28.55,83.7,Myagdi,4.0,10.0,3.0,3.0,6.0,0.0,1.0,0.0,90.0,75.0,81.0,HIGH
Khopra Ridge,28.46,83.63,Myagdi,4.0,9.0,5.0,2.0,6.0,0.0,0.0,0.0,100.0,80.0,88.0,HIGH
Mohare Danda,28.43,83.6,Myagdi,3.0,8.0,3.0,2.0,5.0,0.0,1.0,0.0,90.0,65.0,75.0,HIGH
Sikles Eco Village,28.37,84.12,Kaski,3.0,7.0,2.0,2.0,5.0,1.0,2.0,0.0,80.0,65.0,71.0,HIGH
Tangting Village,28.35,84.15,Kaski,2.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,55.0,45.0,49.0,MEDIUM
Lwang Village,28.35,83.95,Kaski,2.0,4.0,0.0,3.0,4.0,5.0,4.0,1.0,50.0,40.0,44.0,MEDIUM
Poon Hill Sunrise Point,28.4,83.69,Myagdi,4.0,8.0,4.0,2.0,5.0,1.0,1.0,0.0,85.0,70.0,76.0,HIGH
Deurali Pass,28.42,83.75,Kaski,5.0,10.0,6.0,2.0,7.0,0.0,0.0,0.0,100.0,85.0,91.0,HIGH
Annapurna View Hotel Area,28.3,83.82,Kaski,1.0,3.0,0.0,2.0,3.0,8.0,6.0,2.0,35.0,25.0,29.0,LOW
Lumbini Museum,27.47,83.28,Rupandehi,0.0,0.0,0.0,1.0,1.0,20.0,15.0,5.0,10.0,8.0,9.0,LOW
Mayadevi Temple,27.47,83.275,Rupandehi,0.0,0.0,0.0,2.0,1.0,25.0,20.0,5.0,5.0,10.0,7.0,LOW
Tilaurakot Palace,27.57,83.05,Kapilvastu,1.0,1.0,0.0,3.0,2.0,10.0,8.0,2.0,25.0,15.0,19.0,LOW
