name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
Sunrise Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7023989,85.3230965
Secured Co-operatives,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7024235,85.3238506
Swastika girls hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7021804,85.3243281
Subha laxmi hostel pvt ltd,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7018275,85.3247577
Valley boys hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7024809,85.3249056
Pharmaceuticals,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7008892,85.3236088
Happy Girls and Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7015087,85.3230729
Tirupati savings & credit co-operatives,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.703552,85.3223794
Machhapuchchhre Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7038423,85.3227201
NSM merchant banking and investment,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.704191,85.322391
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Machhapuchcchre Bank,Not Available,Not Available,Not Available,Not Available,27.7038916,85.3227341
Sai baba Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7040828,85.322769
Rural Microfinance development centre ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7043011,85.322513
Oracle saving & credit co-operatives,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7047589,85.3225915
Trikon saving & credit co-operatives,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7047873,85.3226073
Mata Manakamana Arogya Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7049083,85.3226261
Goodwill Finance,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7059625,85.3242128
लक्ष्मी बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7392778,85.3395283
द परफेक्ट स्माइल ओर्थोडेन्टल क्लिनिक,doctors,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.718478,85.3334406
Community Police Service,police,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7268479,85.3351501
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Shangri-la Development Bank,Not Available,Not Available,Not Available,Not Available,27.7241393,85.3310335
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Everest BankKhadka ATM,Not Available,Not Available,Not Available,Not Available,27.6990839,85.3373612
Nepal SBI Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7420334,85.3388236
नबिल बैंक,bank,Not Available,Not Available,Not Available,+977-1-4720870,pankaj.nepal@nabilbank.com,https://www.nabilbank.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7386569,85.3349604
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Himalayan Bank,Not Available,Not Available,Not Available,Not Available,27.7354669,85.3307579
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Everest Bank,Not Available,Not Available,Not Available,Not Available,27.7376863,85.3344043
Heart Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7383516,85.3349716
Himalayan Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7345754,85.3305716
Shree Ram Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7342959,85.3305969
Vally Finance Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7389923,85.3356987
Not Available,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.735033,85.3300975
Kurintar Saving and Credits Cooperative,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6789471,85.3485702
Save the Life Community Polyclinic and Research Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6812511,85.3443015
कालिका पोलिक्लिनिक र डन्टल केयर सेन्टर,clinic,Not Available,Not Available,Not Available,014600205,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.678437,85.3482306
Shree Nawa Koteshwor Saving and Cooperative,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6782796,85.3481604
सुभा शान्ति बचत तथा ऋण सहकारी संस्था,bank,Not Available,Not Available,Not Available,014600545,shuvashantisccos@gmail.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6772663,85.3464601
तपस्वी बचत तथा ऋण सहकारी संस्था,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6773661,85.3466901
Desire Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6826542,85.3436206
Om Shanti Boys Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6820567,85.3434662
Surakchya Girls Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6827679,85.3436602
Haami Chimeki Saving and Credit Cooperative,bank,Not Available,Not Available,Not Available,"014602035,4602038",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6804705,85.3486532
KIST Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7347808,85.3165674
Kathmandu Valley water supply management board,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6838311,85.3415567
Mega Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6874875,85.3379617
Sunrise Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6835719,85.333405
एनआईसी बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7341897,85.3144427
Bigyan Clinic,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.682716,85.3362492
